1786	0.00028096
1787	0.00028112
1788	0.00028128
1789	0.00028144
1790	0.0002816
1791	0.00028175
1792	0.00028189
1793	0.00028203
1794	0.00028217
1795	0.0002823
1796	0.00028243
1797	0.00028255
1798	0.00028267
1799	0.00028279
1800	0.0002829
1801	0.00028301
1802	0.00028311
1803	0.00028321
1804	0.00028331
1805	0.0002834
1806	0.00028349
1807	0.00028358
1808	0.00028366
1809	0.00028374
1810	0.0002838
1811	0.00028385
1812	0.00028389
1813	0.00028393
1814	0.00028396
1815	0.000284
1816	0.00028404
1817	0.00028409
1818	0.00028413
1819	0.00028417
1820	0.0002842
1821	0.00028422
1822	0.00028424
1823	0.00028426
1824	0.00028428
1825	0.0002843
1826	0.00028432
1827	0.00028434
1828	0.00028436
1829	0.00028438
1830	0.0002844
1831	0.00028439
1832	0.00028428
1833	0.00028413
1834	0.00028398
1835	0.00028383
1836	0.00028368
1837	0.00028353
1838	0.00028343
1839	0.0002834
1840	0.0002834
1841	0.00028343
1842	0.0002835
1843	0.0002836
1844	0.00028373
1845	0.0002839
1846	0.00028408
1847	0.00028423
1848	0.0002844
1849	0.00028458
1850	0.00028473
1851	0.00028488
1852	0.000285
1853	0.00028513
1854	0.00028528
1855	0.00028543
1856	0.00028558
1857	0.00028573
1858	0.0002859
1859	0.00028608
1860	0.00028623
1861	0.00028638
1862	0.0002865
1863	0.00028663
1864	0.00028678
1865	0.0002869
1866	0.000287
1867	0.0002871
1868	0.00028723
1869	0.00028738
1870	0.00028753
1871	0.0002877
1872	0.0002879
1873	0.00028813
1874	0.0002884
1875	0.0002887
1876	0.00028903
1877	0.0002894
1878	0.0002898
1879	0.00029023
1880	0.0002907
1881	0.0002912
1882	0.00029168
1883	0.00029213
1884	0.00029258
1885	0.00029298
1886	0.0002933
1887	0.00029358
1888	0.0002938
1889	0.000294
1890	0.00029418
1891	0.00029433
1892	0.00029448
1893	0.0002946
1894	0.0002947
1895	0.0002948
1896	0.0002949
1897	0.00029503
1898	0.00029523
1899	0.0002955
1900	0.0002958
1901	0.00029613
1902	0.00029648
1903	0.00029683
1904	0.0002972
1905	0.00029763
1906	0.00029808
1907	0.0002985
1908	0.0002989
1909	0.0002993
1910	0.0002997
1911	0.00030008
1912	0.00030043
1913	0.00030078
1914	0.0003011
1915	0.0003014
1916	0.00030173
1917	0.00030208
1918	0.0003024
1919	0.0003027
1920	0.00030303
1921	0.0003034
1922	0.00030378
1923	0.00030413
1924	0.00030453
1925	0.00030498
1926	0.0003054
1927	0.00030583
1928	0.0003063
1929	0.00030678
1930	0.00030723
1931	0.0003077
1932	0.00030818
1933	0.0003086
1934	0.000309
1935	0.0003094
1936	0.00030975
1937	0.00031
1938	0.00031018
1939	0.0003103
1940	0.00031038
1941	0.00031038
1942	0.0003103
1943	0.0003102
1944	0.00031013
1945	0.0003101
1946	0.00031013
1947	0.0003102
1948	0.00031033
1949	0.0003105
1950	0.00031075
1951	0.0003111
1952	0.0003115
1953	0.00031193
1954	0.00031243
1955	0.000313
1956	0.0003136
1957	0.00031423
1958	0.00031485
1959	0.0003155
1960	0.00031627
1961	0.00031708
1962	0.0003178
1963	0.0003184
1964	0.00031893
1965	0.00031965
1966	0.00032065
1967	0.00032161
1968	0.00032264
1969	0.0003239
1970	0.00032499
1971	0.00032586
1972	0.00032714
1973	0.00032868
1974	0.00032974
1975	0.00033059
1976	0.00033175
1977	0.00033327
1978	0.00033485
1979	0.00033653
1980	0.00033836
1981	0.00033973
1982	0.00034079
1983	0.0003422
1984	0.00034378
1985	0.00034528
1986	0.0003468
1987	0.00034865
1988	0.00035074
1989	0.00035249
1990	0.00035386
1991	0.00035502
1992	0.00035589
1993	0.00035678
1994	0.00035813
1995	0.00035984
1996	0.00036146
1997	0.00036316
1998	0.00036532
1999	0.00036735
2000	0.00036887
2001	0.00037047
2002	0.00037252
2003	0.00037476
2004	0.00037681
2005	0.00037881
2006	0.000380219
2007	0.000382173
2008	0.000384146
